filename,risk_level,study_type,region,country
meta_682.txt,low,other,north america,canada
meta_683.txt,low,other,global,global
meta_684.txt,high,other,global,belgium
meta_685.txt,low,other,global,global
meta_686.txt,medium,other,australia,australia
meta_687.txt,medium,modeling,global,global
meta_688.txt,medium,other,global,global
meta_689.txt,high,modeling,global,global
meta_69.txt,low,other,global,global
meta_690.txt,low,modeling,global,global
meta_691.txt,low,other,global,global
meta_692.txt,medium,other,global,global
meta_693.txt,low,other,global,global
meta_694.txt,high,other,global,global
meta_695.txt,low,other,global,global
meta_696.txt,high,diagnostic,global,global
meta_697.txt,low,other,global,global
meta_698.txt,low,modeling,global,global
meta_699.txt,low,modeling,global,global
meta_7.txt,low,other,global,belgium
meta_70.txt,high,other,global,global
meta_700.txt,high,other,global,global
meta_701.txt,low,other,global,global
meta_702.txt,medium,modeling,global,global
meta_703.txt,high,modeling,global,global
meta_704.txt,low,modeling,global,global
meta_705.txt,high,vaccine,global,global
meta_706.txt,high,other,global,global
meta_707.txt,low,modeling,global,global
meta_708.txt,high,modeling,global,global
meta_709.txt,low,other,global,global
meta_71.txt,high,other,global,global
meta_710.txt,low,other,global,global
meta_711.txt,medium,other,global,global
meta_712.txt,medium,modeling,global,global
meta_713.txt,high,modeling,global,global
meta_714.txt,low,other,global,global
meta_715.txt,medium,modeling,global,global
meta_716.txt,low,other,global,global
meta_717.txt,high,modeling,global,global
meta_718.txt,high,other,global,global
meta_719.txt,low,other,global,global
meta_72.txt,low,other,global,global
meta_720.txt,medium,other,global,global
meta_721.txt,medium,other,global,global
meta_722.txt,high,diagnostic,global,global
meta_723.txt,low,other,global,global
meta_724.txt,low,other,global,global
meta_725.txt,low,other,global,global
meta_726.txt,low,modeling,global,global
meta_727.txt,low,other,global,global
meta_728.txt,low,other,global,global
meta_729.txt,medium,other,global,global
meta_73.txt,low,diagnostic,global,global
meta_730.txt,medium,modeling,global,global
meta_731.txt,high,vaccine,global,global
meta_732.txt,high,other,global,global
meta_733.txt,low,other,global,global
meta_734.txt,high,other,global,global
meta_735.txt,low,other,asia,india
meta_736.txt,low,diagnostic,global,global
meta_737.txt,low,other,global,global
meta_738.txt,high,modeling,global,global
meta_739.txt,high,other,global,global
meta_74.txt,low,modeling,global,global
meta_740.txt,low,other,global,global
meta_741.txt,medium,modeling,global,global
meta_742.txt,medium,other,global,global
meta_743.txt,medium,other,global,guatemala
meta_744.txt,high,other,global,global
meta_745.txt,high,modeling,global,global
meta_746.txt,medium,modeling,global,global
meta_747.txt,high,other,global,global
meta_748.txt,low,other,global,global
meta_749.txt,low,modeling,global,global
meta_75.txt,low,other,global,global
meta_750.txt,high,modeling,global,global
meta_751.txt,low,diagnostic,global,global
meta_752.txt,low,other,global,global
meta_753.txt,low,other,global,global
meta_754.txt,medium,other,global,global
meta_755.txt,medium,vaccine,global,global
meta_756.txt,low,modeling,global,global
meta_757.txt,medium,modeling,global,global
meta_758.txt,low,other,global,global
meta_759.txt,high,modeling,global,cambodia
meta_76.txt,low,modeling,global,global
meta_760.txt,medium,other,global,global
meta_761.txt,low,other,global,global
meta_762.txt,low,other,global,global
meta_763.txt,low,other,global,global
meta_764.txt,medium,diagnostic,global,global
meta_765.txt,low,other,global,netherlands
meta_766.txt,medium,modeling,global,global
meta_767.txt,high,modeling,global,malaysia
meta_768.txt,medium,modeling,global,global
meta_769.txt,low,other,global,global
meta_77.txt,low,diagnostic,global,global
meta_770.txt,low,other,global,global
meta_771.txt,low,other,global,global
meta_772.txt,low,other,global,global
meta_773.txt,medium,other,global,global
meta_774.txt,medium,diagnostic,global,global
meta_775.txt,low,other,global,indonesia
meta_776.txt,low,other,global,global
meta_777.txt,medium,other,global,myanmar
meta_778.txt,medium,modeling,global,nicaragua
meta_779.txt,high,vaccine,global,global
meta_78.txt,medium,other,global,global
meta_780.txt,high,diagnostic,global,global
meta_781.txt,medium,other,global,global
meta_782.txt,low,other,global,global
meta_783.txt,low,other,global,global
meta_784.txt,medium,other,global,global
meta_785.txt,medium,diagnostic,global,global
meta_786.txt,high,modeling,global,global
meta_787.txt,medium,other,global,global
meta_788.txt,low,other,global,global
meta_789.txt,medium,modeling,global,global
meta_79.txt,high,diagnostic,global,global
meta_790.txt,medium,other,global,global
meta_791.txt,medium,other,global,global
meta_792.txt,medium,other,asia,china
meta_793.txt,medium,modeling,global,global
meta_794.txt,high,other,global,global
meta_795.txt,low,other,global,hong kong
meta_796.txt,high,other,global,global
meta_797.txt,high,other,asia,china
meta_798.txt,medium,other,asia,india
meta_799.txt,medium,other,global,global
meta_8.txt,low,other,global,global
meta_80.txt,medium,modeling,global,global
meta_800.txt,high,other,global,global
meta_801.txt,high,modeling,global,global
meta_802.txt,high,modeling,global,global
meta_803.txt,low,diagnostic,global,global
meta_804.txt,medium,vaccine,global,global
meta_805.txt,low,other,global,global
meta_806.txt,medium,vaccine,global,global
meta_807.txt,low,other,global,global
meta_808.txt,medium,other,global,global
meta_809.txt,low,other,global,global
meta_81.txt,medium,modeling,global,global
meta_810.txt,low,other,global,global
meta_811.txt,low,other,global,global
meta_812.txt,low,other,australia,new zealand
meta_813.txt,high,modeling,global,global
meta_814.txt,low,other,global,hong kong
meta_815.txt,low,modeling,global,global
meta_816.txt,high,other,global,global
meta_817.txt,medium,vaccine,global,global
meta_818.txt,low,other,global,global
meta_819.txt,medium,modeling,global,global
meta_82.txt,medium,modeling,global,global
meta_820.txt,low,other,global,global
meta_821.txt,medium,other,asia,china
meta_822.txt,high,other,global,global
meta_823.txt,high,other,global,global
meta_824.txt,high,modeling,global,global
meta_825.txt,medium,modeling,global,global
meta_826.txt,low,other,global,global
meta_827.txt,medium,other,global,global
meta_828.txt,low,other,global,global
meta_829.txt,medium,modeling,global,global
meta_83.txt,medium,other,global,global
meta_830.txt,medium,modeling,global,global
meta_831.txt,high,other,global,global
meta_832.txt,high,other,asia,china
meta_833.txt,low,modeling,global,global
meta_834.txt,high,other,global,portugal
meta_835.txt,low,other,global,global
meta_836.txt,medium,other,global,global
meta_837.txt,low,modeling,global,global
meta_838.txt,high,other,global,global
meta_839.txt,medium,vaccine,global,global
meta_84.txt,low,other,north america,canada
meta_840.txt,medium,diagnostic,global,global
meta_841.txt,low,other,global,global
meta_842.txt,low,diagnostic,global,global
meta_843.txt,low,diagnostic,global,global
meta_844.txt,medium,modeling,global,global
meta_845.txt,medium,other,asia,japan
meta_846.txt,low,other,australia,new zealand
meta_847.txt,medium,other,asia,china
meta_848.txt,medium,other,global,global
meta_849.txt,low,other,south america,brazil
meta_85.txt,medium,other,global,global
meta_850.txt,low,other,global,global
meta_851.txt,low,other,global,global
meta_852.txt,low,other,global,global
meta_853.txt,medium,vaccine,global,global
meta_854.txt,high,diagnostic,global,peru
meta_855.txt,medium,other,asia,china
meta_856.txt,high,other,global,cambodia
meta_857.txt,low,diagnostic,asia,japan
meta_858.txt,medium,other,global,singapore
meta_859.txt,high,other,global,global
meta_86.txt,low,other,global,global
meta_860.txt,low,modeling,global,global
meta_861.txt,high,vaccine,europe,spain
meta_862.txt,medium,other,global,global
meta_863.txt,high,other,global,indonesia
meta_864.txt,low,other,global,global
meta_865.txt,low,other,global,global
meta_866.txt,low,other,global,global
meta_867.txt,high,other,global,global
meta_868.txt,high,other,global,global
meta_869.txt,low,other,global,global
meta_87.txt,low,other,global,global
meta_870.txt,medium,other,global,global
meta_871.txt,low,other,global,global
meta_872.txt,medium,other,global,global
meta_873.txt,low,modeling,global,global
meta_874.txt,high,diagnostic,australia,australia
meta_875.txt,high,other,global,global
meta_876.txt,medium,other,global,global
meta_877.txt,low,other,asia,china
meta_878.txt,medium,other,asia,china
meta_879.txt,medium,other,global,global
meta_88.txt,high,diagnostic,global,global
meta_880.txt,low,other,global,global
meta_881.txt,high,other,global,global
meta_882.txt,low,other,global,global
meta_883.txt,high,diagnostic,south america,argentina
meta_884.txt,high,other,global,global
meta_885.txt,medium,other,global,global
meta_886.txt,high,diagnostic,global,global
meta_887.txt,medium,other,global,global
meta_888.txt,high,modeling,global,global
meta_889.txt,low,other,global,global
meta_89.txt,high,other,global,global
meta_890.txt,low,modeling,global,global
meta_891.txt,low,modeling,global,global
meta_892.txt,low,other,global,global
meta_893.txt,low,diagnostic,global,global
meta_894.txt,low,diagnostic,global,global
meta_895.txt,low,other,global,global
meta_896.txt,low,other,global,global
meta_897.txt,medium,modeling,global,global
meta_898.txt,medium,modeling,global,global
meta_899.txt,high,diagnostic,global,global
meta_9.txt,medium,diagnostic,global,global
meta_90.txt,high,modeling,global,global
meta_900.txt,low,modeling,global,global
meta_901.txt,medium,diagnostic,global,global
meta_902.txt,medium,other,global,global
meta_903.txt,high,other,global,global
meta_904.txt,low,other,global,global
meta_905.txt,high,other,asia,china
meta_906.txt,medium,other,global,global
meta_907.txt,medium,other,global,global
meta_908.txt,high,vaccine,global,global
meta_909.txt,medium,other,global,global
meta_91.txt,low,modeling,global,global
meta_910.txt,low,other,global,global
meta_911.txt,high,diagnostic,asia,japan
meta_912.txt,medium,modeling,global,global
meta_913.txt,low,modeling,global,global
meta_914.txt,medium,diagnostic,global,global
meta_915.txt,high,other,global,global
meta_916.txt,medium,diagnostic,global,global
meta_917.txt,low,other,global,global
meta_918.txt,high,diagnostic,global,global
meta_919.txt,medium,other,global,global
meta_92.txt,high,other,global,global
meta_920.txt,medium,other,europe,france
meta_921.txt,medium,other,global,global
meta_922.txt,low,other,global,global
meta_923.txt,low,modeling,global,global
meta_924.txt,high,modeling,global,global
meta_925.txt,medium,diagnostic,global,global
meta_926.txt,low,diagnostic,global,global
meta_927.txt,medium,other,europe,germany
meta_928.txt,low,other,global,global
meta_929.txt,high,other,global,global
meta_93.txt,medium,modeling,global,global
meta_930.txt,low,diagnostic,global,global
meta_931.txt,low,other,global,global
meta_932.txt,medium,diagnostic,global,global
meta_933.txt,high,other,global,global
meta_934.txt,low,other,asia,china
meta_935.txt,high,diagnostic,global,global
meta_936.txt,low,other,global,global
meta_937.txt,high,modeling,global,global
meta_938.txt,medium,vaccine,global,global
meta_939.txt,low,other,australia,australia
meta_94.txt,medium,other,global,global
meta_940.txt,high,other,asia,japan
meta_941.txt,medium,vaccine,australia,australia
meta_942.txt,low,other,global,global
meta_943.txt,low,other,global,global
meta_944.txt,low,modeling,global,global
meta_945.txt,high,other,global,global
meta_946.txt,low,vaccine,global,global
meta_947.txt,high,vaccine,asia,india
meta_948.txt,high,other,north america,mexico
meta_949.txt,medium,other,north america,mexico
meta_95.txt,medium,vaccine,global,global
meta_950.txt,low,other,global,global
meta_951.txt,high,other,global,global
meta_952.txt,low,diagnostic,global,global
meta_953.txt,low,other,global,global
meta_954.txt,low,vaccine,global,global
meta_955.txt,high,other,global,global
meta_956.txt,medium,other,global,global
meta_957.txt,high,vaccine,global,global
meta_958.txt,medium,other,global,global
meta_959.txt,low,other,asia,china
meta_96.txt,low,modeling,global,global
meta_960.txt,high,other,global,uganda
meta_961.txt,medium,diagnostic,global,global
meta_962.txt,low,diagnostic,global,global
meta_963.txt,low,diagnostic,global,global
meta_964.txt,low,vaccine,global,global
meta_965.txt,high,other,global,uganda
meta_966.txt,high,other,global,global
meta_967.txt,low,modeling,global,global
meta_968.txt,low,other,global,global
meta_969.txt,medium,other,global,global
meta_97.txt,medium,modeling,global,global
meta_970.txt,high,other,south america,argentina
meta_971.txt,high,other,global,global
meta_972.txt,medium,other,global,global
meta_973.txt,low,other,global,global
meta_974.txt,medium,other,global,global
meta_975.txt,high,modeling,global,global
meta_976.txt,medium,vaccine,global,global
meta_977.txt,high,other,global,global
meta_978.txt,high,other,global,global
meta_979.txt,medium,diagnostic,global,global
meta_98.txt,low,other,global,global
meta_980.txt,low,other,global,global
meta_981.txt,low,vaccine,global,global
meta_982.txt,low,other,europe,germany
meta_983.txt,medium,other,global,global
meta_984.txt,low,modeling,global,global
meta_985.txt,medium,other,global,global
meta_986.txt,medium,diagnostic,global,global
meta_987.txt,low,modeling,africa,south africa
meta_988.txt,low,other,global,global
meta_989.txt,low,other,global,global
meta_99.txt,low,other,global,global
meta_990.txt,high,other,global,global
meta_991.txt,high,diagnostic,global,global
meta_992.txt,medium,diagnostic,global,global
meta_993.txt,medium,modeling,global,global
meta_994.txt,high,other,global,global
meta_995.txt,low,diagnostic,global,global
meta_996.txt,medium,other,global,global
meta_997.txt,low,other,global,global
meta_998.txt,high,modeling,global,global
meta_999.txt,medium,other,africa,nigeria
myers_2022_ic_220022_1646251687.29375.txt,high,diagnostic,north america,united states
physiolgenomics_00089_2020 -- 99e4f251e15fc620fb2cd64971ebe020 -- Anna’s Archive.txt,high,modeling,asia,china
pokhrel-chhetri-2021-a-literature-review-on-impact-of-covid-19-pandemic-on-teaching-and-learning.txt,high,modeling,global,bhutan
qualitativepaper.txt,high,vaccine,global,pakistan
s10916-020-01645-z -- 89bf7fe814431095c86fba7b08eb0258 -- Anna’s Archive.txt,high,modeling,asia,china
s10943-020-01041-4 -- 4a4db04e4cfbd613dbb29fc25249d1a3 -- Anna’s Archive.txt,high,other,global,global
s11481-020-09974-z -- b9a0f2296b73ec8b57b35480f778d101 -- Anna’s Archive.txt,high,modeling,asia,china
s12528-021-09274-2.txt,high,modeling,global,libya
s41562-020-0884-z.txt,high,modeling,asia,china
s41576-021-00360-w.txt,high,modeling,asia,china
tabish-2020-covid-19-pandemic-emerging-perspectives-and-future-trends.txt,high,modeling,asia,india
tmi_13383 -- ceb67e687297b3afddb9aa4245477600 -- Anna’s Archive.txt,high,modeling,asia,china
w27418.txt,high,modeling,europe,united kingdom
